LMS_Login_Frequency_Per_Week,Assignment_Delay_Days,Attendance_Rate_Percentage,Study_Consistency_Index,Feedback_Sentiment_Score,CAT_Marks_Trend,Late_Night_Activity_Ratio,Burnout_Risk_Level
6.0,1,80.21,0.73,0.24,-14.68,0.97,Low
5.0,2,81.25,0.42,-0.67,10.85,0.73,Low
4.0,0,92.22,0.98,0.69,-1.46,0.99,Low
5.0,1,91.65,0.35,0.62,-14.88,0.65,Low
7.0,4,83.25,0.92,-0.05,-2.95,0.22,Low
3.0,3,91.23,0.93,0.71,-9.4,0.2,Low
5.0,4,67.67,0.24,-0.51,3.73,0.32,Medium
4.0,2,62.0,0.8,-0.96,5.38,0.01,Medium
7.0,2,94.95,0.43,0.24,-0.37,0.68,Low
2.0,2,63.02,0.92,-0.08,-13.78,0.27,Medium
4.0,1,69.87,0.45,0.13,4.68,0.82,Low
6.0,1,87.81,0.74,0.8,10.26,0.36,Low
8.0,1,76.38,0.47,0.94,6.61,0.48,Low
5.0,1,95.05,0.23,0.27,9.9,0.97,Low
4.0,3,71.92,0.2,0.53,-8.98,0.24,Low
9.0,2,60.47,0.43,-0.83,11.67,0.72,Medium
2.0,2,72.03,0.76,-0.68,-5.33,0.76,Medium
1.0,2,83.12,0.61,0.47,-14.6,0.22,Medium
6.0,0,75.04,0.69,-0.14,10.3,0.5,Low
4.0,1,81.39,0.28,-0.11,13.25,0.35,Low
3.0,4,95.06,0.48,-0.38,4.67,0.77,Low
6.0,2,96.5,0.04,0.21,-8.06,0.62,Low
5.0,4,70.64,0.82,-0.63,-7.45,0.48,Medium
4.0,4,78.49,0.99,0.25,-1.0,0.78,Low
2.0,2,81.97,0.41,-0.65,11.93,0.24,Low
7.0,1,97.96,0.01,-0.87,-10.51,0.75,Medium
6.0,3,99.94,0.17,-0.34,9.78,0.87,Low
5.0,3,69.42,0.65,-0.54,-6.26,0.88,High
9.0,1,89.08,0.61,0.78,9.26,0.78,Low
3.0,1,75.12,0.79,-0.89,12.61,0.41,Low
2.0,4,60.32,0.25,-0.65,-2.18,0.98,Medium
4.0,1,60.37,0.76,0.1,-4.05,0.38,Low
5.0,4,78.42,0.69,-0.04,9.07,0.64,Low
5.0,0,79.53,0.32,-0.91,0.88,0.16,Low
5.0,3,60.9,0.55,-0.99,5.53,0.98,Medium
6.0,3,87.48,0.15,0.98,3.68,0.7,Low
2.0,3,71.76,0.45,0.32,-10.41,0.75,Low
8.0,2,82.4,0.88,-0.27,10.34,0.07,Low
5.0,1,72.04,0.42,-0.06,-9.13,0.76,Low
7.0,0,66.69,0.84,-0.47,12.97,0.77,Medium
6.0,2,76.29,0.59,-0.31,-7.48,0.67,Medium
6.0,2,69.29,0.19,0.3,7.02,0.29,Low
6.0,2,81.39,0.58,0.77,-6.46,0.49,Low
6.0,3,67.95,0.51,-0.63,-5.47,0.11,High
6.0,3,80.34,0.4,0.68,-5.7,0.47,Low
8.0,1,66.3,0.12,-0.76,7.44,0.24,Medium
5.0,2,86.84,0.42,-0.57,1.7,0.35,Low
6.0,1,90.16,0.07,-0.93,11.49,0.16,Low
5.0,2,64.42,0.1,-0.72,-5.78,0.23,High
8.0,0,78.71,0.42,0.83,5.76,0.08,Low
4.0,1,62.83,0.31,-0.08,7.59,0.92,Low
9.0,1,83.93,0.93,-0.84,-10.46,0.53,Medium
5.0,2,70.58,0.38,0.92,-2.98,0.4,Low
2.0,1,81.1,0.76,0.76,-0.52,0.54,Low
5.0,1,80.7,0.53,0.51,-4.33,0.63,Low
4.0,2,96.97,0.7,0.87,-5.34,0.92,Low
7.0,4,81.96,0.26,-0.56,5.59,0.18,Low
4.0,0,83.32,0.94,0.67,-8.52,0.3,Low
4.0,1,76.07,0.53,0.38,6.28,0.98,Low
1.0,4,97.96,0.83,0.74,13.05,0.37,Low
4.0,2,91.09,0.37,0.59,1.96,0.02,Low
0.0,1,71.42,0.1,-0.31,3.34,0.15,Medium
2.0,1,93.77,0.67,0.55,-12.93,0.03,Low
7.0,3,77.3,0.01,-0.48,10.93,0.99,Low
7.0,1,93.15,0.48,-0.34,-6.44,0.28,Medium
6.0,3,92.92,0.19,-0.78,3.45,0.92,Low
3.0,3,67.55,0.63,0.87,14.37,1.0,Low
5.0,2,88.05,0.98,-0.42,2.87,0.6,Low
5.0,2,71.63,0.46,0.04,6.74,0.03,Low
3.0,4,71.9,0.82,-0.22,-1.64,0.08,Low
8.0,1,71.85,0.51,0.92,-13.19,0.48,Low
7.0,1,89.02,0.5,-0.33,8.93,0.41,Low
5.0,2,69.19,0.93,0.56,-13.95,0.61,Medium
5.0,1,60.04,0.89,0.71,6.02,0.44,Low
5.0,3,88.61,0.79,-0.13,-14.31,0.93,Low
1.0,3,66.85,0.3,-0.24,10.87,0.53,Medium
5.0,4,64.18,0.55,0.5,-10.27,0.69,Medium
4.0,1,69.5,0.22,0.83,0.43,0.9,Low
3.0,1,75.2,0.44,0.51,2.91,0.15,Low
4.0,1,79.04,0.48,-0.55,-1.27,0.23,Low
9.0,1,61.78,0.83,0.78,-4.78,0.11,Low
6.0,2,98.82,0.9,-0.22,-0.97,0.14,Low
4.0,0,88.64,0.41,0.15,-5.66,0.51,Low
6.0,1,72.93,0.02,0.66,-1.86,0.32,Low
8.0,2,72.75,0.86,-0.62,-4.23,0.42,Low
7.0,4,77.94,0.17,0.57,1.99,0.98,Low
5.0,0,85.05,0.62,0.19,-7.86,0.16,Low
4.0,0,65.85,0.02,0.79,14.66,0.54,Low
6.0,1,67.56,0.4,-0.66,0.03,0.1,Medium
6.0,1,94.38,0.99,-0.16,-9.18,0.32,Low
7.0,4,70.25,0.1,0.67,-0.69,0.53,Low
6.0,2,75.21,0.42,-0.96,10.99,0.95,Low
7.0,2,94.85,0.31,-0.78,-14.35,0.39,Medium
4.0,2,86.53,0.91,0.98,5.39,0.06,Low
8.0,5,73.67,0.87,-0.44,1.44,0.39,Medium
5.0,3,87.35,0.24,0.95,-9.91,0.15,Low
9.0,4,60.79,0.08,-0.63,9.52,0.23,Medium
4.0,3,89.43,0.63,-0.28,-3.93,0.62,Low
8.0,0,79.48,0.34,0.51,-6.19,0.07,Low
5.0,3,92.53,0.67,0.32,9.84,0.46,Low
4.0,2,98.19,0.03,0.16,4.16,0.61,Low
4.0,3,97.03,0.13,0.06,11.95,0.42,Low
4.0,3,96.37,0.69,0.69,3.9,0.02,Low
6.0,1,80.49,0.21,-0.53,7.22,0.99,Low
6.0,1,74.41,0.86,-0.12,10.09,0.37,Low
4.0,4,78.6,0.06,-0.69,-13.36,0.78,Medium
5.0,0,87.6,0.22,0.19,8.28,0.33,Low
9.0,2,95.36,1.0,-0.5,3.41,0.48,Low
8.0,3,68.28,0.43,-0.33,-12.91,0.39,High
6.0,1,96.73,0.7,-0.06,0.26,0.34,Low
5.0,0,92.61,0.18,-0.95,-12.53,0.02,Medium
5.0,3,99.15,0.61,-0.82,7.08,0.36,Low
6.0,2,95.21,0.73,0.37,1.4,0.89,Low
3.0,1,71.2,0.31,-0.14,13.61,0.69,Low
4.0,2,64.24,0.83,0.73,-9.51,0.15,Medium
2.0,1,64.49,0.6,0.39,3.18,0.59,Low
6.0,0,71.65,0.39,-0.98,-8.65,0.89,Medium
6.0,2,84.57,0.56,0.23,3.42,0.7,Low
4.0,0,92.17,0.58,-0.81,6.68,0.15,Low
8.0,3,95.97,0.17,0.56,6.67,0.87,Low
3.0,2,84.95,0.4,0.98,9.45,0.3,Low
2.0,4,60.23,0.34,0.06,10.61,0.45,Low
5.0,1,67.45,0.4,0.37,-12.68,0.53,Medium
7.0,0,63.99,0.76,-0.53,-4.7,0.85,Medium
8.0,0,74.53,0.48,-0.12,5.61,0.93,Low
4.0,4,80.05,0.94,0.71,-0.04,0.93,Low
7.0,0,61.74,0.29,-0.67,-9.28,0.01,High
5.0,5,73.94,0.42,-0.47,1.58,0.92,Medium
5.0,0,67.17,0.79,-0.11,-2.78,0.05,Low
7.0,3,85.88,0.55,0.42,-3.3,0.27,Low
6.0,2,78.57,0.55,-0.25,9.29,0.51,Low
2.0,1,79.81,0.05,0.86,-2.77,0.48,Low
8.0,1,77.11,0.4,-0.81,-14.21,0.6,Medium
8.0,1,98.24,0.27,-0.26,-13.26,0.48,Low
4.0,2,68.59,1.0,0.42,10.69,0.93,Low
6.0,3,80.67,0.31,-0.55,13.82,0.24,Low
6.0,2,89.44,0.88,0.31,5.65,0.27,Low
6.0,3,82.27,0.68,-0.67,-4.07,0.92,Low
4.0,3,97.16,0.34,-0.89,13.16,0.08,Low
4.0,1,75.12,0.54,-0.76,4.88,0.61,Low
5.0,2,78.55,0.84,0.86,10.33,0.68,Low
7.0,2,63.54,0.88,0.1,7.98,0.51,Low
6.0,2,84.36,0.16,0.59,-3.63,0.69,Low
4.0,4,71.53,0.34,-0.33,-0.64,0.17,Low
7.0,1,66.41,0.34,0.19,-9.42,0.85,Medium
0.0,0,81.78,0.04,-0.01,-6.24,0.14,Medium
7.0,1,81.29,0.6,0.89,8.34,0.4,Low
2.0,2,63.03,0.85,0.5,11.82,0.08,Low
4.0,0,87.93,0.38,0.46,6.73,0.55,Low
3.0,1,84.95,0.74,-0.91,-1.04,0.67,Low
2.0,0,67.56,0.63,0.1,-12.4,0.94,Medium
7.0,2,78.78,0.38,-0.07,-13.29,0.74,Low
4.0,2,88.81,0.14,0.86,-3.77,0.54,Low
6.0,3,81.18,0.71,-0.49,-1.09,0.93,Low
5.0,0,75.82,0.85,-0.46,3.27,0.48,Low
6.0,5,72.89,0.69,-0.18,-14.81,0.56,Medium
5.0,5,84.42,0.02,-0.51,14.69,0.6,Medium
2.0,1,97.56,0.22,-0.74,-4.08,0.41,Low
7.0,4,86.87,0.07,0.71,10.44,0.84,Low
4.0,2,62.99,0.57,0.12,1.05,0.19,Low
2.0,3,78.43,0.76,0.72,-11.09,0.55,Low
4.0,2,95.63,0.11,0.66,8.93,0.72,Low
8.0,3,63.78,0.84,-0.44,6.29,0.9,Medium
7.0,2,99.56,0.56,0.1,0.82,0.88,Low
4.0,2,97.96,0.69,-0.83,0.44,0.51,Low
4.0,2,63.13,0.97,0.83,-12.38,0.64,Medium
4.0,2,97.34,0.08,-0.19,4.68,0.39,Low
9.0,0,74.53,0.9,-0.21,12.34,0.47,Low
6.0,4,93.79,0.13,-0.39,-12.2,0.91,Medium
6.0,4,76.74,0.39,-0.08,-7.09,0.93,Low
7.0,1,77.63,0.85,-0.5,12.07,0.9,Low
5.0,3,85.37,0.91,-0.25,-6.47,0.14,Low
4.0,0,90.98,0.51,0.6,4.62,0.85,Low
5.0,2,61.35,0.59,0.67,1.04,0.95,Low
5.0,0,83.73,0.71,-0.39,2.89,0.36,Low
5.0,3,67.47,0.83,-0.06,-2.53,0.52,Low
6.0,2,73.84,0.12,0.75,-6.0,0.78,Low
5.0,1,73.92,0.81,-0.89,-13.54,0.56,Medium
6.0,0,78.76,0.48,0.78,7.33,0.99,Low
5.0,0,73.37,0.45,-0.56,7.38,0.46,Low
5.0,4,64.29,0.42,0.36,5.12,0.71,Low
1.0,2,65.83,0.51,0.17,4.31,0.79,Medium
7.0,2,61.34,0.95,0.11,-7.69,0.49,Medium
6.0,3,78.81,0.55,0.72,-14.33,0.86,Low
7.0,5,98.18,0.95,-0.8,9.26,0.55,Medium
0.0,3,64.63,0.18,-0.31,-0.27,0.41,High
9.0,0,97.85,0.72,0.08,-5.79,0.11,Low
5.0,0,89.33,0.81,0.62,-11.94,0.39,Low
7.0,2,85.5,0.68,-0.57,-13.12,0.73,Medium
3.0,2,85.81,0.61,0.61,-4.53,0.92,Low
6.0,2,93.07,0.56,-0.2,9.14,0.25,Low
3.0,3,64.28,0.86,-0.62,12.56,0.36,Medium
4.0,0,80.19,0.82,0.52,11.9,0.15,Low
9.0,0,87.88,0.12,-0.82,12.6,0.69,Low
5.0,3,83.47,0.85,0.03,12.23,0.96,Low
5.0,2,93.31,0.41,-0.87,0.82,0.64,Low
7.0,3,62.89,0.25,-0.29,-8.42,0.62,Medium
6.0,1,87.63,0.87,0.2,8.94,0.55,Low
5.0,3,81.36,0.43,0.11,-8.59,0.09,Low
6.0,3,75.17,0.81,-0.19,-6.98,0.73,Low
10.0,1,73.61,0.26,-0.14,-8.0,0.6,Low
5.0,3,84.83,0.0,-0.55,0.45,0.66,Low
5.0,4,95.64,0.5,-0.09,-5.35,0.9,Low
7.0,2,79.85,0.1,0.91,-10.38,0.78,Low
7.0,1,92.99,0.75,0.7,-1.4,0.78,Low
7.0,4,76.09,0.28,-0.71,11.22,0.93,Low
6.0,1,64.1,0.44,-0.94,2.12,0.99,Medium
3.0,1,62.46,0.09,0.87,11.35,0.58,Low
8.0,3,62.05,0.29,0.05,-9.12,0.11,Medium
3.0,1,75.21,0.78,0.08,-9.99,0.46,Low
6.0,4,73.49,0.15,0.56,2.27,0.79,Low
3.0,3,88.72,0.65,-0.37,-1.1,0.03,Low
5.0,0,89.71,0.92,-0.04,4.81,0.06,Low
6.0,2,62.03,0.68,0.94,8.84,0.07,Low
6.0,3,68.84,0.81,0.34,7.54,0.73,Low
6.0,2,70.97,0.11,-0.69,13.27,0.5,Low
8.0,1,81.9,0.25,-0.73,-3.05,0.37,Low
6.0,4,65.78,0.89,-0.59,-8.81,0.11,High
5.0,1,65.36,0.72,0.53,1.53,0.73,Low
7.0,1,97.75,0.64,-0.41,-11.68,0.32,Medium
7.0,0,92.17,0.66,-0.96,-6.33,0.27,Medium
3.0,3,67.23,0.41,0.89,-8.76,0.65,Medium
6.0,0,76.26,0.04,-0.66,-3.1,0.56,Low
6.0,2,74.22,0.78,-0.98,-11.66,0.36,Medium
4.0,1,91.64,0.68,-0.53,-14.04,0.64,Medium
8.0,1,80.41,0.47,-0.53,4.7,0.27,Low
5.0,2,65.11,0.9,-0.16,3.31,0.79,Low
5.0,4,89.56,0.34,0.84,6.25,0.23,Low
5.0,4,75.88,0.29,0.76,4.81,0.16,Low
5.0,3,70.52,0.87,-0.09,-11.57,0.78,Low
3.0,4,75.02,0.8,-0.18,-6.27,0.71,Low
2.0,1,79.91,0.51,0.11,-11.11,0.18,Low
8.0,2,73.72,0.13,-0.51,10.29,0.12,Low
3.0,1,69.68,0.22,-0.9,7.41,0.84,Medium
3.0,1,75.94,0.66,0.88,-8.95,0.78,Low
1.0,4,60.77,0.39,-0.63,-4.76,0.33,High
4.0,2,90.9,0.84,-0.6,14.0,0.66,Low
2.0,0,66.84,0.95,-0.06,2.82,0.12,Low
8.0,3,61.76,0.81,-0.02,9.03,0.51,Low
7.0,1,86.15,0.38,-0.96,-7.06,0.02,Medium
4.0,2,90.96,0.79,-0.7,-8.7,0.39,Medium
10.0,2,92.55,0.35,-0.24,8.52,0.07,Low
7.0,0,79.74,0.17,0.37,5.58,0.48,Low
4.0,2,68.21,0.03,-0.54,5.43,0.42,Medium
0.0,5,89.49,0.39,-0.15,1.58,0.44,Medium
10.0,2,87.99,0.9,0.11,1.91,0.05,Low
2.0,3,69.85,0.24,0.78,7.07,0.36,Low
2.0,0,96.14,0.21,-0.35,-6.9,0.76,Medium
7.0,2,64.17,0.97,-0.73,-4.42,0.37,Medium
10.0,1,99.31,0.03,-0.02,11.15,0.72,Low
8.0,3,94.41,0.79,0.49,-5.73,0.37,Low
6.0,2,87.52,0.32,-0.78,1.39,0.42,Low
6.0,1,97.55,0.04,-0.15,6.08,0.56,Low
7.0,2,88.89,0.92,-0.96,15.0,0.95,Low
7.0,1,67.62,0.14,-0.93,-1.94,0.11,Medium
6.0,2,77.69,0.55,-0.03,-2.16,0.03,Low
5.0,5,62.86,0.27,-0.4,10.28,0.61,High
5.0,3,75.59,0.07,0.69,9.17,0.95,Low
3.0,4,89.66,0.05,0.2,6.93,0.99,Low
4.0,2,75.46,0.12,-0.09,-1.1,0.48,Low
2.0,2,73.21,0.07,-0.18,-5.28,0.47,Low
5.0,0,83.81,0.76,-0.01,3.26,0.64,Low
3.0,2,94.89,0.49,-0.92,11.29,0.56,Low
3.0,1,61.9,0.34,0.79,11.51,0.63,Low
5.0,1,75.42,0.42,1.0,-11.75,0.87,Low
8.0,2,66.33,0.93,-0.64,-2.15,0.75,Medium
7.0,3,87.81,0.91,-0.76,-1.06,0.5,Low
2.0,1,64.23,0.72,-0.71,14.33,0.46,Medium
3.0,2,86.59,0.88,0.32,5.34,0.64,Low
7.0,1,71.45,0.32,0.32,-2.78,0.46,Low
3.0,2,67.96,0.38,0.7,-14.22,0.46,Medium
5.0,1,97.45,0.61,0.5,1.96,0.02,Low
6.0,1,60.74,0.62,-0.1,-12.12,0.17,Medium
3.0,3,77.51,0.48,0.23,10.03,0.49,Low
5.0,3,60.87,0.4,0.38,7.58,0.82,Low
2.0,1,79.34,0.99,0.03,-1.18,0.28,Low
4.0,0,80.04,0.82,-0.05,-2.12,0.52,Low
6.0,3,72.87,0.43,0.29,11.92,0.34,Low
2.0,3,65.29,0.73,0.11,-6.35,0.1,Medium
6.0,3,75.06,0.27,0.29,-7.53,0.96,Low
5.0,0,86.89,0.1,0.23,13.18,0.85,Low
6.0,0,91.3,0.35,0.44,9.28,0.08,Low
5.0,0,81.23,0.4,0.29,9.62,0.72,Low
8.0,4,83.59,0.02,0.04,-9.14,0.35,Low
5.0,1,68.02,0.81,0.36,-10.7,0.99,Medium
4.0,3,71.49,0.36,-0.1,-14.22,0.3,Low
5.0,0,66.48,0.58,-0.52,-7.89,0.24,High
6.0,0,69.97,0.07,-1.0,8.23,0.57,Medium
5.0,4,69.0,0.17,0.12,-7.8,0.84,Medium
5.0,1,80.78,0.89,0.18,6.87,0.19,Low
4.0,2,82.51,0.61,0.94,-7.44,0.71,Low
4.0,4,97.8,0.95,-0.28,-3.14,0.06,Low
2.0,1,67.82,1.0,-0.21,14.49,0.92,Low
8.0,0,85.67,0.37,-0.6,-7.66,0.08,Medium
3.0,1,92.69,0.3,-0.86,-3.71,0.91,Low
4.0,2,82.41,0.86,0.55,-5.97,0.49,Low
4.0,1,70.2,1.0,-0.5,-11.71,0.45,Medium
7.0,1,70.5,0.63,0.22,-0.3,0.97,Low
4.0,1,61.57,0.8,0.38,-3.64,0.99,Low
7.0,3,72.22,0.78,-0.06,5.85,0.65,Low
4.0,1,89.78,0.36,0.75,9.53,0.13,Low
6.0,1,61.9,0.57,-0.11,1.33,0.51,Low
3.0,3,68.77,0.83,-0.43,-14.03,0.53,High
9.0,1,88.25,0.69,0.79,3.57,0.51,Low
3.0,2,91.31,0.02,0.72,-13.34,0.57,Low
6.0,0,78.21,0.34,-0.67,3.49,0.02,Low
6.0,1,87.92,0.14,-0.95,5.55,0.71,Low
6.0,3,75.52,0.23,-0.82,-9.07,0.71,Medium
5.0,1,66.4,0.91,-0.43,9.58,0.12,Medium
5.0,4,75.93,0.04,0.94,12.33,0.57,Low
5.0,2,83.2,0.22,0.12,9.39,0.57,Low
5.0,0,97.92,0.31,-0.25,-5.85,0.68,Low
7.0,4,62.75,0.62,0.78,2.6,0.09,Low
9.0,2,80.3,0.53,-0.09,12.44,0.63,Low
4.0,1,73.16,0.22,-0.37,-5.38,0.28,Medium
2.0,1,80.33,0.16,0.88,9.6,0.51,Low
5.0,2,60.96,0.24,0.7,-14.72,0.77,Medium
10.0,1,72.52,0.5,0.69,-14.89,0.71,Low
3.0,2,92.79,0.27,0.02,7.79,0.12,Low
8.0,2,82.16,0.95,0.58,7.84,0.59,Low
8.0,1,78.02,0.46,-0.64,8.67,0.97,Low
4.0,1,71.42,0.06,0.15,12.9,0.16,Low
6.0,5,71.92,0.73,0.97,-11.46,0.85,Medium
8.0,1,75.32,0.33,-0.42,-8.04,0.7,Medium
4.0,6,93.42,0.65,0.59,12.11,0.77,Low
5.0,4,98.69,0.28,-0.02,-9.68,0.28,Low
4.0,2,77.55,0.57,-0.92,5.47,0.29,Low
3.0,1,75.73,0.77,0.53,0.91,0.91,Low
4.0,1,93.86,0.93,-0.66,-12.5,0.36,Medium
3.0,3,77.08,0.26,0.26,-6.44,0.06,Low
5.0,2,82.08,0.33,-0.83,0.61,0.6,Low
3.0,1,69.24,0.46,0.89,10.57,0.12,Low
5.0,4,89.74,0.93,-0.42,6.23,0.8,Low
2.0,2,81.28,0.9,-0.55,3.66,0.64,Low
6.0,1,92.36,0.09,-0.74,-0.12,0.87,Low
7.0,3,91.23,0.13,0.89,-6.04,0.78,Low
1.0,2,68.6,0.5,0.42,-11.42,0.11,High
6.0,4,88.63,0.11,0.48,-2.73,0.38,Low
7.0,4,92.0,0.35,-0.0,-14.14,0.77,Low
3.0,1,73.84,0.15,-0.05,-8.67,0.42,Low
8.0,4,66.9,0.64,-0.78,-2.03,0.97,Medium
6.0,0,60.11,0.95,0.12,-2.44,0.74,Low
4.0,3,78.04,1.0,-0.51,-13.67,0.02,Medium
5.0,3,74.1,0.38,0.95,2.67,0.88,Low
6.0,2,82.2,0.6,0.59,1.49,0.1,Low
5.0,3,67.52,0.86,-0.17,-12.66,0.14,Medium
6.0,1,94.39,0.12,-0.7,13.29,0.73,Low
3.0,4,70.31,0.69,0.57,-12.02,0.86,Low
5.0,3,69.06,0.41,-0.76,10.65,0.54,Medium
2.0,0,79.23,0.21,-0.62,-14.99,0.29,Medium
5.0,2,79.95,0.4,-0.58,11.47,0.35,Low
3.0,1,68.6,0.08,0.11,-14.41,0.34,Medium
4.0,0,70.87,0.7,0.57,7.73,0.33,Low
7.0,3,66.79,0.25,-0.37,-4.15,0.24,Medium
7.0,1,88.74,0.31,-0.83,7.15,0.61,Low
6.0,1,90.8,0.12,-0.07,-2.95,0.9,Low
3.0,1,78.49,0.86,0.5,-12.87,0.31,Low
4.0,4,88.56,0.49,-0.56,8.03,0.19,Low
7.0,3,89.44,0.57,-0.56,-12.86,0.84,Medium
5.0,0,65.53,0.57,0.89,12.66,0.74,Low
10.0,1,98.65,0.41,0.91,-13.47,0.93,Low
6.0,4,92.84,0.19,0.98,-0.62,0.17,Low
5.0,2,68.18,0.75,0.62,6.69,0.14,Low
4.0,1,67.45,0.13,-0.62,-3.2,0.54,Medium
5.0,2,65.03,0.1,-0.58,-8.48,0.61,High
5.0,1,65.54,0.71,-0.32,7.77,0.48,Medium
6.0,3,89.93,0.21,-0.36,8.53,0.6,Low
7.0,3,78.79,0.31,0.91,12.68,0.18,Low
3.0,6,91.32,0.48,0.58,-3.72,0.48,Low
2.0,1,89.85,0.45,0.45,0.19,0.66,Low
1.0,3,84.18,0.71,-0.63,-4.11,0.43,Medium
6.0,1,87.45,0.62,0.82,-7.29,0.68,Low
3.0,4,60.73,0.64,0.66,7.53,0.45,Low
1.0,2,72.47,0.71,-0.67,-4.81,0.33,Medium
6.0,3,85.51,0.29,0.74,-2.16,0.3,Low
10.0,1,60.37,0.32,-0.46,-2.89,0.41,Medium
5.0,2,61.32,0.44,-0.84,6.38,0.02,Medium
7.0,2,94.08,0.31,0.31,12.53,0.67,Low
5.0,2,87.36,0.98,0.31,5.0,0.85,Low
5.0,1,70.61,0.81,-0.81,-0.85,0.35,Low
7.0,4,87.52,0.16,-0.36,8.38,0.05,Low
4.0,1,91.7,0.01,0.99,4.23,0.99,Low
6.0,1,72.27,0.04,0.36,-13.18,0.26,Low
6.0,2,61.44,0.24,0.46,-12.13,0.13,Medium
4.0,2,97.31,0.11,-0.57,-13.86,0.37,Medium
7.0,5,73.81,0.53,-0.84,-1.3,0.74,Medium
5.0,0,64.26,0.86,-0.45,9.78,0.29,Medium
3.0,0,79.67,0.74,-0.5,-5.61,0.57,Medium
6.0,2,90.74,0.22,-0.53,-3.48,0.42,Low
3.0,1,68.87,0.4,-0.61,12.28,0.12,Medium
5.0,4,70.78,0.51,0.15,10.11,0.33,Low
5.0,4,69.71,0.81,-0.34,4.95,0.72,Medium
7.0,2,99.67,0.84,0.64,-7.0,0.61,Low
6.0,1,67.9,0.91,-0.63,-11.49,0.12,High
5.0,1,83.02,0.51,-0.07,-14.52,0.16,Low
7.0,4,97.01,0.69,-0.97,-11.79,0.64,Medium
8.0,1,65.88,0.11,-0.04,-6.22,0.81,Medium
6.0,8,98.83,0.57,-0.89,1.55,0.35,Medium
5.0,0,97.9,0.25,0.96,-13.08,0.6,Low
2.0,1,95.38,0.43,0.58,-10.91,0.17,Low
3.0,3,68.58,0.63,-0.02,-9.57,0.31,Medium
4.0,1,85.36,0.26,-0.83,3.96,0.02,Low
4.0,3,90.44,0.05,0.18,3.47,0.77,Low
5.0,2,99.44,0.01,0.52,1.52,0.4,Low
5.0,2,67.22,0.02,-0.62,-7.48,0.82,High
6.0,1,90.64,0.01,0.14,-3.87,0.71,Low
5.0,2,73.55,0.11,0.63,-12.1,0.83,Low
6.0,0,67.03,0.24,0.54,-8.21,0.29,Medium
5.0,1,76.86,0.22,0.61,11.93,0.19,Low
1.0,0,91.75,0.99,0.76,14.39,0.97,Low
3.0,5,78.59,0.31,0.88,4.43,0.72,Low
5.0,4,81.5,0.13,-0.19,12.5,0.83,Low
3.0,3,99.81,0.55,0.14,4.28,0.01,Low
6.0,1,75.96,0.86,0.58,-14.0,0.35,Low
8.0,2,84.62,0.68,0.39,14.9,0.74,Low
7.0,1,74.61,0.3,0.99,-12.03,0.08,Low
5.0,4,75.71,0.56,-0.97,5.48,0.57,Low
8.0,1,87.83,0.71,-0.29,-7.41,0.43,Low
5.0,0,97.52,0.73,-0.44,-3.24,0.02,Low
4.0,3,81.69,0.67,-0.48,4.38,0.24,Low
4.0,1,90.74,0.87,-0.55,-1.91,0.28,Low
4.0,3,63.57,0.87,0.42,-7.48,0.11,Medium
4.0,0,68.45,0.58,-0.83,-4.97,0.63,Medium
5.0,2,80.09,0.43,0.48,-4.75,0.24,Low
5.0,2,60.8,0.64,0.39,13.78,0.28,Low
5.0,1,70.11,0.82,-0.5,8.96,0.9,Low
6.0,3,80.7,0.01,-0.49,-1.24,0.47,Low
7.0,3,60.6,0.99,0.26,-9.01,0.39,Medium
7.0,1,70.58,0.18,0.52,9.33,0.72,Low
2.0,1,80.56,0.47,0.75,-10.28,0.91,Low
0.0,3,82.93,0.87,0.7,-8.69,0.03,Medium
7.0,1,97.03,0.23,0.93,-4.02,0.45,Low
2.0,0,85.81,0.48,0.16,11.41,0.61,Low
5.0,1,76.59,0.13,0.82,-11.05,0.32,Low
3.0,3,97.21,0.4,0.62,-11.33,0.77,Low
1.0,4,91.4,0.18,0.79,-0.18,0.97,Low
6.0,2,68.0,0.36,-0.98,-6.71,0.94,High
7.0,0,65.23,0.37,0.93,2.06,0.27,Low
4.0,2,87.03,0.99,-0.05,-1.45,0.23,Low
0.0,1,82.4,0.99,0.6,-1.95,0.96,Low
4.0,3,91.59,0.11,-0.75,-11.64,0.46,Medium
6.0,2,89.55,0.73,-0.21,-10.77,0.21,Low
2.0,2,85.01,0.05,-0.46,9.63,0.71,Low
5.0,2,99.46,0.03,-0.42,11.58,0.28,Low
5.0,0,81.34,0.11,-0.75,-7.96,0.27,Medium
6.0,3,64.52,0.97,0.61,-11.6,0.88,Medium
5.0,2,93.13,0.94,-0.98,-13.4,0.16,Medium
3.0,0,70.07,0.19,-0.37,3.25,0.06,Low
7.0,2,91.09,0.16,-0.65,6.46,0.27,Low
5.0,2,98.28,0.24,0.18,-3.82,0.61,Low
5.0,2,87.87,0.52,-0.49,5.39,0.12,Low
3.0,2,83.84,0.57,-0.48,6.39,0.47,Low
4.0,3,78.42,0.22,-0.02,13.06,0.63,Low
3.0,1,74.58,0.76,0.31,-13.05,0.85,Low
5.0,2,74.12,0.31,-0.76,-9.23,0.23,Medium
8.0,2,85.45,0.92,-0.65,-12.94,0.82,Medium
2.0,3,90.05,0.66,-0.51,11.04,0.23,Low
2.0,2,87.14,0.44,0.95,8.78,0.68,Low
8.0,4,67.94,0.79,-0.21,2.24,0.43,Low
